City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Astoria,US,46.1879,-123.8313,71.6,68,0,17.27,clear sky
463,Tiznit,MA,29.5833,-9.5,73.44,54,0,1.14,clear sky
464,Grindavik,IS,63.8424,-22.4338,52.27,93,75,2.3,broken clouds
465,Saint-Augustin,CA,51.226,-58.6502,56.37,67,89,5.14,overcast clouds
466,North Platte,US,41.1239,-100.7654,96.69,20,0,9.22,clear sky
467,Bakel,SN,14.905,-12.4568,87.24,67,73,12.44,broken clouds
468,Mansehra,PK,34.3333,73.2,68.65,82,0,4.16,clear sky
469,Lakhdenpokhya,RU,61.5198,30.1992,39.56,90,20,7.34,few clouds
470,Sadiqabad,PK,28.3062,70.1307,87.21,49,0,7.65,clear sky
471,Kisangani,CD,0.5167,25.2,73.2,88,98,2.53,overcast clouds
472,Gamba,GA,-2.65,10.0,73.33,89,100,8.88,light rain
473,Bonavista,CA,48.6499,-53.1147,56.05,66,100,16.89,overcast clouds
474,Nadvoitsy,RU,63.8667,34.3167,40.15,91,98,8.55,overcast clouds
475,Southwick,US,42.0548,-72.7704,70.56,82,100,5.75,overcast clouds
476,Noumea,NC,-22.2763,166.4572,73.99,99,5,8.7,clear sky
477,Namalenga,TZ,-10.95,39.1,65.35,72,14,3.0,few clouds
478,Rio Cuarto,AR,-33.1307,-64.3499,79.34,11,0,25.32,smoke
479,Sistranda,NO,63.7256,8.834,49.96,70,27,3.69,scattered clouds
480,Sakakah,SA,29.9697,40.2064,83.77,25,0,10.07,clear sky
481,Fuerte Olimpo,PY,-21.0415,-57.8738,88.75,24,2,3.98,clear sky
482,Atocha,BO,-20.9333,-66.2333,53.17,8,1,21.77,clear sky
483,Loukhi,RU,66.0764,33.0381,41.58,76,100,3.62,overcast clouds
484,West Wendover,US,40.7391,-114.0733,96.01,11,0,9.22,clear sky
485,Riyadh,SA,24.6877,46.7219,95.14,15,0,9.17,clear sky
486,Teya,RU,60.3778,92.6267,53.13,96,80,11.43,broken clouds
487,Rantepao,ID,-2.9701,119.8978,65.39,96,94,2.33,overcast clouds
488,Yabrud,SY,33.9674,36.6574,66.09,63,0,1.45,clear sky
489,Anito,PH,12.4497,125.2886,79.93,86,97,2.59,overcast clouds
490,Ternovka,RU,51.678,41.6375,47.52,51,100,8.46,overcast clouds
491,Luanda,AO,-8.8368,13.2343,73.4,83,75,3.44,broken clouds
492,Byron Bay,AU,-28.65,153.6167,57.94,69,19,1.48,few clouds
493,Seymchan,RU,62.8833,152.4333,53.47,72,81,10.09,broken clouds
494,Krivosheino,RU,57.3431,83.9261,46.87,69,100,21.63,overcast clouds
495,Laguna,US,38.421,-121.4238,110.08,14,0,10.36,clear sky
496,Berlevag,NO,70.8578,29.0864,48.2,81,100,13.8,light intensity drizzle
497,Khatra,IN,22.9833,86.85,78.98,90,100,2.93,overcast clouds
498,Taksimo,RU,56.3444,114.8794,37.47,85,5,1.36,clear sky
499,Tanete,ID,-3.9443,119.7848,73.45,95,99,3.56,overcast clouds
500,Yulara,AU,-25.2406,130.9889,51.78,51,0,7.09,clear sky
501,Labuhan,ID,-6.8844,112.2051,76.82,88,60,7.45,broken clouds
502,Changji,CN,44.0167,87.3167,79.59,18,0,11.18,clear sky
503,Vanavara,RU,60.34,102.2797,41.97,96,100,8.28,light rain
504,Eidfjord,NO,60.4675,7.0719,55.45,72,8,6.31,clear sky
505,Mangaratiba,BR,-22.9597,-44.0406,68.86,76,0,2.3,clear sky
506,Havoysund,NO,70.9963,24.6622,48.43,88,100,22.7,overcast clouds
507,Kalat,PK,29.0225,66.5916,68.11,64,2,1.5,clear sky
508,Avera,US,33.194,-82.5271,87.85,45,100,5.97,overcast clouds
509,Plouzane,FR,48.3833,-4.6167,61.12,94,100,14.97,overcast clouds
510,Bubaque,GW,11.2833,-15.8333,80.74,82,100,6.24,moderate rain
511,Hvolsvollur,IS,63.7533,-20.2243,52.9,76,96,1.7,overcast clouds
512,George,ZA,-33.963,22.4617,45.95,93,0,3.44,clear sky
513,Ust-Tsilma,RU,65.441,52.1498,32.92,91,83,3.91,broken clouds
514,Umm Kaddadah,SD,13.6017,26.6876,79.39,63,100,17.49,light rain
515,Lidkoping,SE,58.5052,13.1577,57.22,75,99,10.92,overcast clouds
516,Ozernovskiy,RU,51.5,156.5167,56.66,91,100,18.23,overcast clouds
517,Yining,CN,29.0361,114.5636,73.81,63,100,2.28,overcast clouds
518,Knokke-Heist,BE,51.3333,3.3333,66.22,79,100,1.01,overcast clouds
519,Kayes,ML,14.0,-11.0,73.24,78,98,5.99,moderate rain
520,Florida,US,28.7505,-82.5001,87.78,73,0,5.75,clear sky
521,Alamogordo,US,32.8995,-105.9603,90.95,28,0,8.05,clear sky
522,Kurumkan,RU,54.3,110.3,44.92,80,54,1.68,broken clouds
523,Asau,RO,46.4333,26.4,51.28,91,14,4.81,few clouds
524,Camargo,MX,27.6667,-105.1667,84.45,32,96,9.28,overcast clouds
525,Rio Grande,BR,-32.035,-52.0986,63.95,85,79,6.87,broken clouds
526,Topeka,US,39.0483,-95.678,87.8,48,0,3.44,clear sky
527,Danville,US,36.586,-79.395,83.05,73,0,4.61,clear sky
528,Healdsburg,US,38.6105,-122.8692,109.31,21,20,8.05,few clouds
529,Wilmington,US,34.2257,-77.9447,80.85,84,40,8.01,scattered clouds
530,Poum,NC,-20.2333,164.0167,71.67,78,60,9.06,broken clouds
531,Verkhnetulomskiy,RU,68.6073,31.7962,41.13,72,100,4.68,overcast clouds
532,Port Macquarie,AU,-31.4333,152.9167,59.9,78,51,7.09,broken clouds
533,Camopi,GF,3.1655,-52.3158,76.71,82,68,3.58,broken clouds
534,Erzin,TR,36.9559,36.2,73.26,70,0,2.06,clear sky
535,Bowen,AU,-20.0167,148.2333,71.1,69,10,11.95,clear sky
536,Molochnoye,RU,59.2917,39.6787,41.68,93,100,9.75,overcast clouds
537,Tura,IN,25.5198,90.2201,75.61,88,100,3.27,overcast clouds
538,Srandakan,ID,-7.9386,110.2506,74.89,92,97,5.82,overcast clouds
539,Kihei,US,20.785,-156.4656,89.62,68,20,25.32,few clouds
540,Hasaki,JP,35.7333,140.8333,73.8,85,66,15.9,broken clouds
541,Lagos,NG,6.5833,3.75,79.12,90,91,4.97,overcast clouds
542,Asyut,EG,27.181,31.1837,82.81,43,0,9.78,clear sky
543,Sibenik,HR,43.7272,15.9058,72.37,69,7,5.93,clear sky
544,Roald,NO,62.5833,6.1333,55.76,93,25,5.75,scattered clouds
545,Westport,US,41.1415,-73.3579,72.95,67,100,12.66,overcast clouds
546,Arbagar,RU,51.9438,116.2805,44.65,86,30,1.01,scattered clouds
547,Boyolangu,ID,-8.1181,111.8935,73.71,95,72,2.33,broken clouds
548,Paita,PE,-5.0892,-81.1144,65.03,77,23,19.1,few clouds
549,Vuktyl,RU,63.8567,57.3094,33.44,90,84,6.51,broken clouds
550,Coquimbo,CL,-29.9533,-71.3436,53.33,76,75,8.05,broken clouds
551,Haapiti,PF,-17.5667,-149.8667,82.13,73,22,21.23,light rain
552,Thayetmyo,MM,19.3167,95.1833,75.36,98,89,1.3,overcast clouds
553,Monforte De Lemos,ES,42.5216,-7.5142,61.57,95,75,2.75,broken clouds
554,Sal Rei,CV,16.1833,-22.9167,79.2,80,19,16.35,few clouds
555,Chikwawa,MW,-16.0335,34.8009,71.31,56,36,6.06,scattered clouds
556,Chivacoa,VE,10.1603,-68.895,82.71,66,87,6.06,overcast clouds
557,La Paz,BO,-16.5,-68.15,62.58,20,20,9.22,few clouds
558,Orapa,BW,-21.2833,25.3667,57.9,78,0,13.15,clear sky
559,Silver City,US,32.7701,-108.2803,85.96,26,0,9.22,clear sky
560,Sioux Lookout,CA,50.1001,-91.917,75.27,38,20,9.22,few clouds
561,Oksfjord,NO,70.2396,22.3479,48.38,85,100,5.06,overcast clouds
562,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.65,34,68,1.81,broken clouds
563,Pangnirtung,CA,66.1451,-65.7125,51.8,58,100,19.57,overcast clouds
564,Taltal,CL,-25.4,-70.4833,57.16,73,56,4.27,broken clouds
565,Kologriv,RU,58.8275,44.3178,43.47,97,100,4.47,overcast clouds
566,Jalingo,NG,8.8833,11.3667,74.23,92,92,3.6,overcast clouds
567,Salmas,IR,38.1973,44.7653,58.84,69,0,2.53,clear sky
568,Korla,CN,41.7597,86.1469,76.57,19,0,5.14,clear sky
569,Morros,BR,-9.4467,-46.3003,82.15,25,28,5.77,scattered clouds
570,Staunton,US,38.1496,-79.0717,70.18,74,100,6.91,overcast clouds
571,Voh,NC,-20.9667,164.7,73.85,69,48,4.12,scattered clouds
572,Puerto Suarez,BO,-18.95,-57.8,90.16,23,0,3.87,clear sky
573,Rosetown,CA,51.5501,-108.0014,93.65,14,31,17.83,scattered clouds
574,Hervey Bay,AU,-25.2986,152.8535,65.93,64,15,9.91,few clouds
575,Orocue,CO,4.7912,-71.3354,80.73,71,95,6.04,overcast clouds
576,Mackay,AU,-21.15,149.2,71.69,74,1,8.57,clear sky
577,Gladstone,AU,-23.85,151.25,64.33,77,40,6.91,scattered clouds
578,Pershotravneve,UA,51.3929,28.8684,45.7,57,0,4.74,clear sky
579,Ilhabela,BR,-23.7781,-45.3581,66.42,84,5,6.31,clear sky
580,Daud Khel,PK,32.875,71.5701,89.46,49,1,5.68,clear sky
581,Ndola,ZM,-12.9587,28.6366,64.08,43,0,10.04,clear sky
582,Lashio,MM,22.9333,97.75,65.14,86,89,1.63,overcast clouds
583,Vila Do Maio,CV,15.1333,-23.2167,81.39,87,32,19.48,scattered clouds
584,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,72,88,20.0,overcast clouds
585,Dali,CN,25.7,100.1833,58.42,79,87,2.28,overcast clouds
586,Missoula,US,47.0166,-113.8009,83.84,21,97,19.8,overcast clouds
587,Asosa,ET,10.0667,34.5333,60.91,96,100,3.18,light rain
588,Leh,IN,34.1667,77.5833,52.0,78,98,0.83,overcast clouds
589,Sudova Vyshnya,UA,49.7889,23.3722,50.83,68,68,7.2,broken clouds
590,Takoradi,GH,4.8845,-1.7554,74.5,92,4,6.91,clear sky
591,Mahon,ES,39.8885,4.2658,79.36,89,20,8.05,few clouds
592,Benghazi,LY,32.1167,20.0667,78.39,58,0,16.2,clear sky
593,Necochea,AR,-38.5473,-58.7368,62.13,61,88,10.45,overcast clouds
594,Casablanca,MA,33.5928,-7.6192,71.82,78,29,5.99,scattered clouds
595,Tabuk,PH,17.4189,121.4443,74.43,95,52,2.01,broken clouds
596,Moron,AR,-34.6534,-58.6198,71.49,55,1,8.21,clear sky
597,Zarubino,RU,42.63,131.0922,61.92,77,0,8.19,clear sky
598,Kamenka,RU,51.3223,42.7678,45.68,53,100,7.99,overcast clouds
599,Valley City,US,46.9233,-98.0032,86.52,58,0,16.11,clear sky
600,San Carlos,VE,9.6612,-68.5827,79.75,83,90,3.22,overcast clouds
601,Waddan,LY,29.1614,16.139,78.64,49,0,13.85,clear sky
602,Jalu,LY,29.0331,21.5482,77.86,39,1,14.07,clear sky
603,Whitehorse,CA,60.7161,-135.0538,64.09,44,40,5.75,scattered clouds
604,Bogatyye Saby,RU,56.0102,50.4483,44.96,91,100,7.45,overcast clouds
605,Dakar,SN,14.6937,-17.4441,82.53,89,40,0.0,scattered clouds
606,Zavidovici,BA,44.4458,18.1497,61.12,92,93,3.58,light rain
607,Sola,VU,-13.8833,167.55,81.07,72,31,13.98,scattered clouds
608,Griffith,US,41.5284,-87.4237,80.53,61,0,8.05,clear sky
609,Aksu,CN,41.1231,80.2644,72.63,20,0,2.68,clear sky
610,Golden,US,39.7555,-105.2211,98.96,15,20,8.01,few clouds
611,Enshi,CN,30.3,109.4833,67.75,60,100,0.92,overcast clouds
612,Tiarei,PF,-17.5333,-149.3333,82.42,77,9,23.17,light rain
613,Chota,PE,-6.55,-78.65,64.45,58,77,6.53,broken clouds
614,Hadgaon,IN,19.5,77.6667,76.24,88,100,3.27,overcast clouds
615,Poronaysk,RU,49.2167,143.1167,63.16,66,5,21.59,clear sky
616,Guanica,PR,17.9716,-66.908,87.12,83,77,5.28,broken clouds
617,Karaman,TR,37.0833,33.25,54.63,42,0,7.74,clear sky
618,Cangzhou,CN,38.3167,116.8667,64.44,56,11,6.08,few clouds
619,Wanning,CN,18.8003,110.3967,79.14,89,100,5.03,heavy intensity rain
620,Surazh,RU,53.0175,32.3918,49.03,60,100,5.5,overcast clouds
621,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.86,15,0,12.06,clear sky
622,Tromso,NO,69.6496,18.957,46.42,81,75,3.44,broken clouds
623,Jabinyanah,TN,35.035,10.9081,84.0,73,52,10.45,broken clouds
624,Pishin,PK,30.5803,66.9961,74.71,54,0,1.43,clear sky
625,Faridpur,BD,23.6,89.8333,82.29,82,100,6.24,overcast clouds
626,Mildura,AU,-34.2,142.15,56.07,95,100,17.6,light rain
627,Tikapur,NP,28.5,81.1333,78.64,71,0,3.0,clear sky
628,Ondjiva,AO,-17.0667,15.7333,69.35,14,0,6.08,clear sky
629,Kendari,ID,-3.945,122.4989,73.96,94,66,1.92,broken clouds
630,Kolosovka,RU,56.4678,73.611,42.91,91,97,15.1,overcast clouds
631,Cabo San Lucas,MX,22.8909,-109.9124,81.05,87,100,28.77,overcast clouds
632,Warrington,GB,53.3925,-2.5802,60.33,93,20,11.5,few clouds
633,Ossora,RU,59.2353,163.0719,53.2,90,100,9.89,overcast clouds
634,Koszalin,PL,54.1944,16.1722,63.68,53,94,12.64,overcast clouds
635,Araouane,ML,18.9048,-3.5265,85.28,42,98,19.8,overcast clouds
636,Ancud,CL,-41.8697,-73.8203,43.23,85,98,10.0,overcast clouds
637,Namibe,AO,-15.1961,12.1522,65.98,89,54,3.13,broken clouds
638,Kudymkar,RU,59.0173,54.656,44.11,92,100,3.02,overcast clouds
639,Ocos,GT,14.5094,-92.1933,86.18,71,15,8.05,few clouds
640,Ruteng,ID,-8.6136,120.4721,59.41,91,25,1.72,scattered clouds
641,Kasongo-Lunda,CD,-6.4667,16.8167,76.39,76,51,2.46,broken clouds
642,Zhanaozen,KZ,43.3,52.8,62.24,41,100,11.77,overcast clouds
643,Kuah,MY,6.3265,99.8432,76.98,94,40,1.14,light rain
644,Curuca,BR,-0.7289,-47.8481,75.83,89,93,6.38,overcast clouds
645,Tabas,IR,33.5959,56.9244,82.62,12,0,4.61,clear sky
646,Montepuez,MZ,-13.1256,38.9997,69.82,55,82,7.16,broken clouds
647,Rutana,BI,-3.8667,30.1,61.27,79,100,2.77,light rain
648,Salamiyah,SY,35.0113,37.0532,73.33,78,0,6.15,clear sky
649,Gazanjyk,TM,39.2446,55.5154,76.62,34,98,8.66,overcast clouds
650,Santiago,CL,-33.4569,-70.6483,58.44,52,75,8.05,broken clouds
651,Kotelnikovo,RU,47.6317,43.1461,54.36,42,0,4.12,clear sky
652,Umm Lajj,SA,25.0213,37.2685,85.46,52,0,9.06,clear sky
653,Soderhamn,SE,61.3037,17.0592,48.96,73,100,4.72,overcast clouds
654,Kelapa Sawit,MY,1.6698,103.5327,78.67,94,20,0.0,few clouds
655,Jiexiu,CN,37.0244,111.9125,65.55,41,99,1.32,overcast clouds
656,Muyezerskiy,RU,63.9333,31.65,34.92,95,68,4.94,broken clouds
657,Fereydun Kenar,IR,36.6864,52.5225,76.89,79,100,13.09,overcast clouds
658,Sangar,RU,63.9242,127.4739,42.55,83,100,15.03,overcast clouds
659,Redlands,US,34.0556,-117.1825,108.36,26,40,6.91,scattered clouds
660,Zhezkazgan,KZ,47.8043,67.7144,55.31,33,80,2.08,broken clouds
661,Yongchang,CN,30.0381,119.7317,69.58,81,71,1.23,broken clouds
662,Anori,BR,-3.7728,-61.6442,86.63,48,54,2.37,broken clouds
663,Itupiranga,BR,-5.1347,-49.3267,82.72,36,66,1.68,broken clouds
664,Khash,IR,28.2211,61.2158,73.96,18,0,0.43,clear sky
665,Mukhtolovo,RU,55.4644,43.1953,45.57,80,100,3.47,light rain
666,Druzhba,UA,52.0428,33.9453,47.52,55,100,9.19,overcast clouds
667,Brewster,US,41.3973,-73.6171,71.92,77,100,8.05,overcast clouds
668,Shingu,JP,33.7333,135.9833,77.11,88,98,5.99,overcast clouds
669,Ayan,RU,56.45,138.1667,49.46,72,87,27.04,overcast clouds
670,Port-Cartier,CA,50.0334,-66.8654,61.02,72,11,3.38,few clouds
671,Kibala,TD,9.1104,18.3463,76.59,85,100,3.02,overcast clouds
672,Freeport,US,40.6576,-73.5832,73.38,70,100,12.66,overcast clouds
673,Merke,KZ,42.8728,73.1786,70.32,33,0,6.04,clear sky
674,Dongsheng,CN,39.8161,109.9776,60.85,39,12,7.63,few clouds
675,Robertsport,LR,6.7533,-11.3686,76.93,85,100,12.12,light rain
676,Vyselki,RU,45.5794,39.6597,53.19,40,0,5.57,clear sky
677,Horsham,GB,51.064,-0.3272,61.02,93,0,2.3,clear sky
678,Chaohu,CN,31.6,117.8667,73.13,85,100,4.97,overcast clouds
679,Timra,SE,62.487,17.3257,52.68,93,100,3.44,overcast clouds
680,Maine-Soroa,NE,13.2114,12.0241,82.94,62,84,1.99,light rain
681,Lokoja,NG,7.8024,6.743,73.65,96,100,2.57,light rain
682,Zinder,NE,13.8072,8.9881,78.76,67,93,5.03,overcast clouds
683,Vila,PT,42.0304,-8.1588,54.48,93,99,4.0,overcast clouds
684,Ouadda,CF,8.0777,22.4007,68.95,95,99,3.33,light rain
685,Masyaf,SY,35.0653,36.3406,70.23,86,7,5.01,clear sky
686,Salinas,US,36.6777,-121.6555,107.56,41,0,12.66,clear sky
687,Pontianak,ID,-0.0333,109.3333,75.18,100,75,2.3,broken clouds
688,Lhokseumawe,ID,5.1801,97.1507,77.63,80,100,1.52,overcast clouds
689,Saint-Georges,GD,12.0564,-61.7485,80.28,78,40,9.22,scattered clouds
690,Puerto Cabello,VE,10.4731,-68.0125,83.75,65,73,8.7,broken clouds
691,Rocha,UY,-34.4833,-54.3333,60.98,85,0,5.73,clear sky
692,Baker City,US,44.7749,-117.8344,89.31,22,0,8.05,clear sky
693,Anadyr,RU,64.75,177.4833,46.9,61,0,6.71,clear sky
694,Nuuk,GL,64.1835,-51.7216,43.41,93,75,1.14,broken clouds
695,Ndungu,TZ,-4.3667,38.05,66.81,73,6,2.84,clear sky
696,Bereda,ES,43.2686,-7.5406,61.41,100,87,4.41,overcast clouds
